,,"Name (click to view profile)",Date,Likes,isHearted,isPinned,Comment,"Profile ID","Comment ID","Comment URL"
80,,"Psycho Mammoth","2023-03-20 15:34:39",1,no,no,"1:40 this makes me crack a rib every time, ah, memories.",UCg99ZhFOnWRYS72SXtjTmeg,UgzxF-gMomoSoHfMEKp4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgzxF-gMomoSoHfMEKp4AaABAg
81,,"Wicked Shades Productions","2023-03-21 11:44:11",0,no,no,"As far as billion-air midlife crisises, go this was really great morally.",UCDmUTPiEP_35gczw9d1npIg,UgzTdarbcU6K2cgxoRZ4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgzTdarbcU6K2cgxoRZ4AaABAg
82,,"Melvin Jose","2023-03-23 21:05:39",1,no,no,"This is when Tony realised the repulsor could be used both for flight and as a weapon",UCm56cqRYYcqJXFBWUjuUoqQ,Ugxx12RhD3WBwnqIR5V4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=Ugxx12RhD3WBwnqIR5V4AaABAg
83,,"Johnathan Lee","2023-03-25 13:52:03",2,no,no,"Ugh when marvel was good",UC5AviC_KgfiG7YyaO3WxysA,UgyONMNTr-1OvWEk8zl4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgyONMNTr-1OvWEk8zl4AaABAg
84,,AirKangLocker,"2023-03-31 03:51:06",1,no,no,"that 60fps is unncessary",UCot3ePmWHI3MW3WIrwoKeig,UgzVbkbQ7sLwwGYaoyp4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgzVbkbQ7sLwwGYaoyp4AaABAg
85,,"Brian Garcia","2023-04-07 05:10:56",0,no,no,"Jesus is lord",UCjNMNFv4GKsG-hoKe75cm_Q,UgxPk68_HivFD6NZPSJ4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgxPk68_HivFD6NZPSJ4AaABAg
86,,"Felipe Braga","2023-04-08 23:30:10",0,no,no,"Just like with Batman Begins, this film takes a considerable amount of time to show Tony Stark in his armor flying around doing superhero stuff, dedicating himself to character development first, something that could go very wrong, but it was a great success from the film",UCveJJinOSawBaPt7VKnBqtg,UgypQM9SZRGA3TX_dnF4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgypQM9SZRGA3TX_dnF4AaABAg
87,,FBI,"2023-04-12 21:59:20",0,no,no,"It's crazy that when I watched this I thought it was pure sci fi to have an ai that could understand your commands and execute them correctly, but also understand sarcasm and make similar replies. But now it is reality with all the language models avaialable.",UCLy4JvI11bEbUJ_zu_sP1GQ,UgzzBZNwTfY_YA-oR4t4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgzzBZNwTfY_YA-oR4t4AaABAg
88,,"Gaming Nijer","2023-04-14 06:39:24",0,no,no,"Iron Man - movie vs the game 
https://youtube.com/shorts/6jG-GjCZMak?feature=share",UC4-ynPEpWfX6Sy0vXv6fSig,UgyqRRjI57Ut-h0z6FN4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgyqRRjI57Ut-h0z6FN4AaABAg
89,,"Jeffrey B","2023-04-15 04:14:16",0,no,no,"Real engineers wear Bermuda shorts under a basketball jersey, and have bossy, control-freak wives. This masculine white-wash is worse than Top Gun.",UCih-IdNvdpYZgJ0k6yWXv9A,UgwsGo-IfnKDJ94GAJl4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgwsGo-IfnKDJ94GAJl4AaABAg
90,,"Grant Pflum","2023-04-18 03:10:36",1,no,no,"Lets be honest, the whole MCU should have ended at 1:50. Hitting concrete at that speed AND then landing on your head from ten feet?",UCDC4USOtzfQd9CWMg3S1vpQ,UgxAcou6ErTFfzjNZMd4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgxAcou6ErTFfzjNZMd4AaABAg
91,,"Jeffrey B","2023-04-19 18:15:34",0,no,no,"Finally, no ATHLETICISM!",UCih-IdNvdpYZgJ0k6yWXv9A,UgxHF_e2UUhlFQPU5Et4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgxHF_e2UUhlFQPU5Et4AaABAg
92,,"Ray Zheng","2023-04-20 03:10:30",0,no,no,"How is he not did",UC7eA6lGu8tkf0UibYW5dOgA,Ugyvjk-LYijjeNU1MeB4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=Ugyvjk-LYijjeNU1MeB4AaABAg
93,,"Folarin Osibodu BSc BSc MSc PSM PSPO","2023-04-21 16:27:12",0,no,no,"Now its all bs nanotech. We really did have it good back then.",UClpJO5cIx6amcQ9sGFz-uLw,Ugw7gYSkJPkdufAhJ714AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=Ugw7gYSkJPkdufAhJ714AaABAg
94,,"Justin Timbersaw","2023-04-22 07:26:12",1,no,no,"0:14 War machine chat to Stark's steam, calling him to team up in CS Source.",UC0PwA4aDJ7lAkz7vA7Mf_BA,UgxQp1pxee0uh3sl_SR4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgxQp1pxee0uh3sl_SR4AaABAg
95,,Yonkage,"2023-04-22 07:44:17",2,no,no,"1:50 He says his math is never wrong, and yet he can't calculate his own thrust-to-weight ratio? Haha.",UCKc4ZEqe_xR9BCFZC86_RcA,UgyNGBZoB9k0rwNBZLh4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgyNGBZoB9k0rwNBZLh4AaABAg
96,,"อนุสรณ์ ทิศฟองดี","2023-04-22 11:43:31",0,no,no,ึั้าานา้เ567จร😢6ึถดเาา.่คคจ,UC5u6e-ni3T3iJT51Ya0DPAg,UgyRDbAxr_eme2o2R4d4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgyRDbAxr_eme2o2R4d4AaABAg
97,,"The shadow","2023-04-28 01:44:26",0,no,no,"Am I the only one that puts this on when building something original from the ground up? This music and acting makes me feel smarter and more charismatic when I’m not lol.",UCemzDD4G6YLE5QggkwLJ7rA,Ugy0wB1Ea_23fFIbvNh4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=Ugy0wB1Ea_23fFIbvNh4AaABAg
98,,"E C","2023-04-28 13:52:01",1,no,no,"What I feel like I’m doing: 0:37

What I’m actually doing: (Building a simple circuit to light a bulb)",UCGuJYZATnE2q9e8emifFxig,UgwOT0i-2jY2k_o6xOB4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgwOT0i-2jY2k_o6xOB4AaABAg
99,,"Robert Avila","2023-05-07 04:37:42",0,no,no,"last scene.. ouch.  My shoulder felt that, and my neck..",UCGB_hZiF2LCOXi-iOi_qRqQ,UgwOLZ7SboKMoQFPWpR4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=UgwOLZ7SboKMoQFPWpR4AaABAg
100,,Morpheus,"2023-05-08 18:27:01",1,no,no,"This is what the MCU is truly missing, even in Infinity War or prior to that it would've ben nice to see him create that nano-suit",UC4yv0zKomJxhPbdYn9Kx7Hw,Ugwrgts9WIGmoQZGAhZ4AaABAg,https://www.youtube.com/watch?v=WNu6fRo_7fg&lc=Ugwrgts9WIGmoQZGAhZ4AaABAg
